UniqueCount	AmbigCount
0	964
0	964
0	25
0	25
47	0
6	139
0	139
8	50
2	50
8	33
0	33
0	31
0	33
0	82
0	82
13	0
10	0
34	437
2	437
2	0
12	0
0	0
7	0
63	0
93	0
2	348
5	348
0	342
0	6
0	6
0	137
0	137
430	0
7	0
0	0
0	0
0	0
0	0
0	4
0	6
0	8
0	8
0	1
4	0
4	0
0	69
0	69
61	0
20	0
7	0
0	41
0	41
0	12
0	1628
2	1628
942	7801
0	7800
0	7646
1	0
1	0
7	0
2	0
3	0
0	9
0	9
0	0
2	0
9	0
1	16
0	16
1	0
13	0
22	0
0	13
0	17
0	15
0	7
0	5
0	3
0	15
0	3
0	0
18	0
1	8
1	8
0	3
1	3
0	3
0	2
0	2
0	2
0	2
1	0
0	3
0	3
0	20025
0	20010
0	20015
409	20953
0	20076
5	20063
0	20063
0	22060
3	21908
0	20964
0	8712
0	9081
0	8590
0	9775
0	9657
0	7951
0	8904
0	8064
0	2887
0	2892
0	2892
47	0
8	0
0	86
0	86
100	0
0	40
0	50
0	49
0	37
0	50
0	288
0	288
0	288
0	166
0	372
0	372
306	0
21	1663
1	1551
12	1617
2	1639
0	129
0	1275
0	1275
986	4
13	0
0	240
0	242
0	193
0	76
0	191
0	193
0	101
0	103
0	96
14	0
2	69
0	69
129	0
38	0
29	1500
3	1500
0	327
0	327
0	235
0	231
0	229
0	286
0	165
0	125
0	117
13	187
0	187
0	123
497	0
1	207
0	207
0	5
0	5
330	0
0	2917
5	2917
1122	5
0	614
100	531
1	610
0	610
8	661
0	510
0	673
0	673
2	628
0	587
0	578
0	574
0	655
0	629
0	628
0	4059
0	4061
0	4107
0	4109
0	1660
0	1662
0	2748
0	2749
0	2405
0	2406
0	2116
8	89
0	89
0	612
17	612
0	1028
0	1028
0	2310
0	2305
0	2303
0	2308
0	2088
0	1883
0	0
1041	1
0	1094
0	1095
0	1274
0	1275
0	1096
0	1097
105	0
0	544
0	544
0	544
0	421
0	421
0	421
0	543
0	543
0	543
0	453
0	224
0	241
0	115
4	7939
0	7936
0	7944
1	7400
0	1145
5	1145
198	1
20	354
0	353
0	353
0	468
0	468
0	424
0	424
371	0
3189	3
0	2183
3	2183
140	1465
0	2461
0	2461
62	0
1	0
18	0
302	0
315	2
83	0
0	40
0	40
0	1471
0	1470
0	1471
1450	1
1106	0
0	389
0	389
0	388
0	350
0	388
0	376
33	376
197	2545
0	2545
0	1827
0	1460
472	0
0	831
6	831
3	1391
0	1391
187	0
0	1015
0	1015
2775	5
0	2126
1	2128
0	1340
158	2
984	1
602	4
92	1318
0	323
0	1097
0	697
1	697
0	694
167	941
0	941
6	1676
61	1676
209	0
590	0
12	0
208	836
0	532
0	532
0	436
0	590
0	185
0	185
1	185
0	327
0	327
0	327
0	316
0	316
0	5
0	4
0	5
76	0
0	0
0	2
0	2
0	2
0	771
5	771
0	205
0	261
14	202
1	29
0	29
310	1
197	0
123	0
294	1147
0	1121
0	847
0	3413
0	2993
4	3413
3650	8
404	0
2	0
0	0
3	754
8	754
0	561
0	561
10	0
259	0
19	20
1768	7
1	0
268	0
35	409
0	409
0	4253
0	4253
0	4253
0	4253
1965	5
855	0
1519	1
95	752
1	752
619	0
577	1
589	0
431	3
0	2991
2	2991
0	1832
0	1764
0	1832
532	0
1471	2
599	4
0	109
0	109
36	0
2	2
0	2
0	13429
62	13429
5151	7
8721	15
3898	7
0	4955
1	4955
13954	23
15	0
5	641
0	641
199	0
1	2373
