UniqueCount	AmbigCount
1	800
0	800
0	60
0	60
31	0
9	194
0	194
14	45
0	45
3	39
0	37
0	33
0	39
0	73
0	73
2	0
1	0
39	391
2	391
3	0
3	0
0	0
9	0
66	1
99	0
8	342
4	342
2	331
0	9
0	9
0	141
0	141
323	0
10	0
0	13
0	0
0	0
0	0
0	8
1	15
0	17
1	17
0	2
7	0
5	0
0	51
0	51
94	0
8	0
4	0
0	53
0	53
0	27
0	2080
0	2080
1065	8709
0	8709
0	8555
5	0
4	0
2	0
3	0
4	0
1	13
0	13
3	0
4	0
11	0
2	14
0	14
0	0
24	0
38	0
0	11
0	12
0	11
0	4
0	3
0	2
1	12
0	2
0	0
18	0
0	5
0	5
0	2
0	2
0	2
0	4
0	5
0	4
0	5
0	0
0	4
0	4
0	29650
0	29626
1	29632
734	30607
1	24255
7	24237
1	24237
0	32039
4	31853
0	30867
1	15774
0	16113
0	15495
0	17114
0	16984
0	14043
0	15737
0	14320
0	4502
0	4512
0	4512
71	0
10	0
0	95
0	95
73	0
0	67
2	75
1	72
0	64
0	75
0	224
0	224
1	224
0	135
0	311
1	311
250	0
20	1622
0	1472
9	1548
0	1593
0	150
0	1100
2	1100
1287	0
5	0
0	397
0	400
0	310
0	120
0	314
0	317
0	114
0	114
0	105
6	0
6	72
0	72
118	0
34	0
16	1242
2	1242
0	312
0	312
0	231
0	231
0	213
0	265
0	163
0	113
0	104
19	274
0	274
0	197
384	0
4	266
0	266
0	5
0	5
406	0
0	2510
3	2510
1053	1
0	765
96	668
1	779
0	779
12	823
0	647
0	833
0	833
0	779
0	732
0	713
0	706
0	821
0	783
0	779
0	3434
0	3433
0	3483
0	3484
0	1411
0	1412
0	2129
0	2129
0	1885
0	1885
3	1665
5	100
0	100
0	738
31	738
0	1170
5	1170
0	2722
0	2708
0	2705
0	2719
0	2425
0	2191
0	0
1082	0
0	1258
0	1258
0	1448
0	1448
0	1257
0	1257
97	0
0	755
0	756
0	756
0	612
0	613
0	613
0	751
0	752
0	752
0	663
0	275
0	306
0	145
0	5560
0	5558
0	5561
0	5172
0	2436
6	2436
247	1
80	511
0	511
0	511
0	660
0	660
0	612
0	612
456	0
2768	3
0	2327
4	2327
147	1506
0	2391
0	2391
141	1
4	0
11	0
334	0
266	0
119	0
1	49
0	49
0	1723
0	1723
0	1723
1364	0
1083	0
0	311
0	312
0	311
0	272
2	312
1	401
37	401
173	2161
0	2161
0	1593
0	1275
366	0
0	724
1	724
4	1860
0	1860
274	0
0	948
0	948
2342	5
3	1789
4	1792
0	1183
205	0
1028	1
539	3
101	1373
0	341
0	1122
0	687
1	687
0	683
154	912
0	912
9	1431
48	1431
248	0
751	3
8	0
168	817
1	506
0	505
0	421
0	593
1	312
0	310
0	312
0	552
0	552
0	552
0	521
0	521
0	9
0	7
0	9
228	0
1	0
0	8
1	8
0	8
0	1241
8	1241
0	159
0	208
11	155
5	43
0	43
475	1
293	0
168	0
330	1328
0	1305
0	909
0	3672
0	3277
2	3672
3328	2
486	0
0	0
0	0
2	752
1	752
0	482
0	482
20	0
239	0
16	12
1527	0
2	0
223	0
35	392
0	392
0	3495
0	3495
0	3495
3	3495
2046	1
869	1
1299	3
96	809
1	809
601	1
491	0
484	0
402	0
0	3129
3	3129
1	2980
0	2838
2	2980
523	0
1562	1
953	0
0	119
0	119
55	0
1	4
0	4
0	11743
35	11743
3370	2
8405	5
3642	1
0	4930
11	4930
8581	6
20	0
6	613
0	613
166	0
2	2491
0	2555
0	2379
1	2378
1	1997
139	96
0	96
24	193
0	193
0	89
1	83
0	1594
0	1562
1	1560
0	1385
133	578
0	577
0	1656
0	1596
0	1564
0	1504
1056	21418
0	20930
0	21295
0	4507
0	4520
0	4522
0	4509
0	4510
0	4510
0	2981
0	2175
13	2977
0	2839
0	25
0	20
0	20
0	14
8	76
0	83
0	83
0	41
997	2
712	0
111	0
74	0
12	229
0	229
24	465
0	465
0	0
2	0
7	0
3	191
0	191
35	0
321	106
0	106
481	30
462	0
452	0
0	9
0	9
13	0
200	54
0	1729
0	1728
0	1688
0	1687
0	1990
0	1989
0	2125
0	2124
0	1682
0	1681
0	1684
0	1683
0	1695
0	1694
0	1696
0	1695
0	1683
0	1682
0	1685
0	1684
8	0
171	0
0	1690
0	1685
0	1722
0	1722
65	357
4	357
0	357
0	343
75	0
1983	1
0	624
6	624
0	702
0	702
0	206
0	206
0	204
0	198
0	198
2	198
0	199
1	33
0	41
0	43
0	43
0	847
0	847
0	609
12	139
0	139
0	118
0	94
0	224
0	224
17	1165
0	1165
0	0
0	3240
0	2489
0	3025
0	2072
0	2998
970	0
2947	1
1226	1
0	796
0	796
0	796
0	788
2	16
0	16
6	0
344	0
7	814
175	814
196	1
11	0
14	50
0	50
66	0
1	15
0	15
2	22
1	22
0	21
1	1143
5	1143
0	1076
0	1228
1	1228
1436	0
90	664
0	736
0	736
6	7
0	7
0	5
0	5
0	5
313	0
29	1916
1	1916
0	15
0	15
0	5
0	14
0	2357
40	2343
345	2394
0	2393
0	101
0	104
0	107
0	101
0	104
0	107
0	105
0	102
0	108
0	101
0	104
0	107
0	104
0	101
0	107
85	0
1418	0
789	1
0	2715
3	2743
0	2743
6	0
58	0
0	622
2	622
16	3803
265	3803
7	3803
0	2330
12	2989
0	2918
5026	2
0	4590
0	4590
0	4176
1	4227
0	4227
0	6979
0	6766
0	5376
0	5529
0	5316
0	5304
0	5237
0	4113
0	4110
0	4111
0	4108
1189	0
0	1451
1	1451
0	1874
0	1875
0	1446
0	1387
0	1388
0	1800
0	1382
0	2659
2	2659
0	795
0	772
0	686
0	551
766	0
1	0
2013	0
46	0
333	0
11	284
0	298
0	283
113	0
1140	1
0	29
0	25
0	28
0	24
2	0
14	0
0	4
0	4
376	180
3	180
0	176
0	2603
5	2603
31	98
0	98
479	0
0	804
5	804
1	804
893	1
0	295
86	295
3288	1
7	0
1061	0
534	1
28	802
25	803
1	770
0	56
425	385
0	385
0	139
1306	678
0	677
0	483
0	484
0	466
0	467
0	1544
0	1544
680	0
0	2396
43	2424
5	2359
0	2424
96	0
1093	2
0	187
367	187
91	0
1	1078
2	1078
1	0
0	0
3	0
13	0
20	0
0	0
1	4
0	4
0	2
8	0
5	0
0	0
0	0
0	113
1	113
14	0
0	14
0	14
1	0
13	75
0	75
0	42
1	4
1	4
211	2
268	0
0	9
0	5
0	7
0	9
0	5
3	0
1	0
35	0
24	33
0	33
0	0
3	11
0	11
6	0
169	0
4	0
32	0
40	0
3	68
0	66
0	66
0	57
0	55
0	1519
0	1573
0	1533
0	1527
0	1588
0	1581
0	1581
0	1527
0	1472
0	1525
0	1470
0	1575
0	1520
0	1518
0	1521
0	1466
0	1464
0	1524
0	377
0	377
126	1
126	1
19	108
5	108
282	629
0	965
1	965
17318	4538
1	4530
4	830
0	830
0	706
0	840
0	840
0	394
4	0
45	0
4377	3
18605	13
0	8411
12	8411
5	6553
1	6553
26	0
22	0
97	0
22516	18
0	1732
1	1736
0	743
0	527
20	0
1127	3
0	0
0	0
0	4
0	4
19	0
0	0
0	2
0	2
0	2
0	2
5	0
3	7
0	7
0	7
1	7
0	12
0	12
20	0
132	4679
0	4679
0	63
0	65
2	65
81	726
0	726
108	36
0	925
2	925
21	0
0	906
9	906
865	1
325	0
0	582
0	420
4	519
0	295
112	278
0	278
1	544
0	544
3	544
5	40
0	40
44	0
0	251
3	251
2	0
7	98
0	98
25	219
1	219
58	0
0	424
0	424
9	531
0	322
0	322
0	13
7	13
863	0
3	898
0	898
2	872
0	517
1	402
0	306
2	0
8	190
0	190
19	0
6	22
0	22
6	0
19	0
0	537
1	534
86	525
3	510
5	559
1	559
0	16
0	18
0	18
0	402
0	215
0	417
0	408
0	403
0	339
0	345
0	341
0	354
0	20
2	20
1006	1
674	1
1	1233
0	1233
8	511
1147	2
295	0
681	5
7	27
0	27
178	0
1	35
0	35
0	2185
0	2185
0	2080
0	2080
0	1940
1	199
3	2071
767	0
9	2
0	291
0	291
9	3
0	888
8	888
0	305
0	1890
3	1866
0	1602
12	1885
3	1775
0	718
0	719
0	723
0	723
3561	3
0	0
1311	2133
0	2132
23	0
87	144
5	144
0	0
0	50
0	50
0	5
59	0
59	0
0	0
3	0
20	0
0	14
0	14
0	14
0	0
794	0
127	430
18	410
0	425
0	248
11	781
43	824
0	824
4	772
0	94
0	772
0	687
0	639
859	2188
0	2187
25	0
2	11
0	11
1018	0
208	218
0	218
0	140
0	63
507	1
0	0
0	472
2	113
14129	7
0	0
42	246
0	414
0	418
3	388
1	72
0	72
0	104
0	98
14741	8
25639	15
2	0
50	0
0	0
0	0
0	0
0	0
0	0
84	0
151	44
0	0
5	0
15	0
0	0
1	1
0	1
0	0
0	0
0	0
52	0
50	0
0	0
0	0
0	0
15	0
2	0
0	0
0	0
3	0
35	0
4	0
0	113
54	0
4	1
33	6
13	0
1	0
0	45
127	1
0	0
0	0
66	85
17	0
0	0
139	0
101	0
0	0
1	0
13030	55
1941	1
5	3
0	0
0	0
0	0
0	0
0	0
2	47
0	47
2	0
13	0
16	0
144	18517
3240	19338
264	18187
3618	47
175	45
2	81
0	81
5830	0
0	68
0	66
0	67
0	66
0	67
0	65
0	65
0	66
0	64
0	67
0	66
0	65
0	64
0	66
0	65
0	64
0	63
187	14404
0	14404
0	0
6443	0
63	0
1	0
12694	10
53	0
0	0
45	0
42	0
8	9
0	9
1	12
0	12
1	0
8	0
5	0
0	476
37	157
0	157
31947	1525
51	0
21	0
25180	18
0	0
0	25858
59	25429
81	243
5	2
1	0
5	2694
0	2694
0	2401
15	0
1	0
0	0
152	50
55	229
3	229
13	0
104	0
2522	0
27584	20
15	0
1409	2111
10023	2112
56	251
31	41
4	161
64	161
0	0
47	0
65	0
1	0
2	0
80	0
1	343
8	340
10	0
11	139
110	0
801	5177
6	12243
0	12001
1	12404
46	71
15	71
0	0
0	0
29	0
0	436
0	426
0	433
0	267
0	266
5	279
4	223
3	213
0	0
0	2
0	2
0	2
4	0
2	0
56	0
14	5
9	0
11469	10764
2333	10761
42	27
930	21807
0	21806
7	0
0	0
0	11464
38	11464
0	11305
0	0
0	5
0	5
0	0
339	0
25	226
28	226
0	214
0	214
0	63
0	94
187	0
804	1
423	0
1211	2
0	142
0	124
0	142
0	142
0	119
619	1
4	0
2184	1
0	947
0	947
0	763
0	763
56	0
4	10747
0	10708
0	9222
0	2233
8	2235
9	2235
0	34
0	34
0	14
3049	1
436	0
388	1
1	0
179	2
5644	2
4413	3
5	6988
1	6982
0	6099
420	0
14	2576
0	1753
0	2575
0	1682
561	1
142	0
0	243
0	233
13	234
6	237
0	239
1	144
1	205
8	1865
0	1865
170	1
2004	2
161	0
263	0
0	125
4	125
0	131
0	131
0	2501
0	2496
0	2498
0	2459
0	2501
0	12482
1	12482
300	0
816	1
0	819
0	809
33	842
0	826
1079	1
2	1644
0	1644
1232	0
957	1
888	0
7	989
8	989
2	5
0	5
0	3
0	2
0	0
0	2
0	0
4	0
2011	1
11351	8
0	596
0	602
0	397
0	382
0	159
0	157
30	139
0	163
0	155
8047	2
144	1198
0	1197
550	1
2196	1
0	2608
0	2404
0	2406
0	2377
0	2164
0	2246
0	2246
0	2417
43	2190
0	748
0	312
1120	0
1019	1
5	35
0	35
0	1036
0	1036
87	1
0	940
0	931
0	882
0	883
1	857
0	932
0	923
0	940
0	941
0	0
0	4
0	4
10	775
0	775
0	745
15	57
0	57
57	0
0	0
0	0
0	0
3	0
1311	9
2	28
0	4272
0	4323
4	4327
0	4281
756	2544
0	3795
3	3968
6	9013
0	8988
4	8985
3622	1
0	173
0	173
50	2051
0	2051
0	779
2	779
0	1034
0	1034
0	2637
2	2637
0	1297
0	1297
15	1125
991	0
36	1
1650	2896
1067	2
0	3155
8	3155
0	227
0	227
0	14528
21	14528
0	440
1	492
1	465
598	1
0	386
138	386
456	0
239	242
0	242
14	821
0	821
0	259
0	690
0	695
0	567
0	928
0	928
602	0
0	12
0	12
0	3884
0	3885
0	4018
0	4022
14	3501
0	3896
0	3895
1	7
0	7
1206	1
2	358
0	358
0	1006
0	1055
0	936
0	989
0	1043
0	964
0	954
0	605
0	386
0	311
0	308
0	297
0	312
0	311
0	311
0	296
0	297
0	295
0	141
0	491
0	491
0	333
0	373
0	246
5	478
541	0
2	0
25	0
120	0
0	17
0	17
6	0
0	3
0	3
0	2
0	107
0	104
4	106
4	104
0	128
2	128
0	2343
0	2371
0	2340
0	2344
0	2375
29	743
0	854
0	911
0	932
0	990
0	949
0	772
0	964
0	560
0	805
0	790
0	786
0	702
0	699
6824	5
14	266
1	266
0	205
0	214
0	214
0	39006
38	39012
0	39014
1	39013
414	0
41	0
1017	1
0	134
1	134
340	0
15	0
0	4319
0	4321
0	3312
0	3314
1	0
643	0
13	0
3743	3
3	37
0	37
578	0
0	1552
0	1557
0	1507
2	2104
1	2104
442	135
0	135
532	0
0	771
0	345
0	731
0	748
0	708
0	305
0	254
0	294
0	41
0	41
0	41
0	12
0	12
0	14
0	14
0	14
0	7
0	7
2	16
0	16
0	38
0	38
0	33
0	33
0	35
18	206
0	65
0	82
0	189
0	189
0	206
2	0
61	345
0	345
0	4578
0	4578
0	4304
0	304
0	307
1	307
103	0
679	0
0	71
0	40
0	71
0	71
0	650
0	650
0	512
0	369
28	0
55	0
1073	1
52	0
0	10
0	8
0	8
0	10
230	0
8	259
0	260
0	260
0	213
665	0
733	0
174	4
14	0
5	0
0	129
7	129
0	153
9	153
305	0
80	0
380	0
0	1440
0	1440
0	30
0	30
3	566
0	567
777	0
2	0
77	0
898	0
80	0
252	10
0	711
0	711
0	835
0	841
0	834
0	821
0	829
0	863
0	863
0	392
0	392
0	215
49	2290
0	2290
0	1403
0	1403
1077	2
0	3252
0	3090
6	3252
387	195
0	195
0	166
0	1031
0	1068
0	1027
0	1069
0	279
0	269
0	145
0	273
0	263
1232	0
18	2041
1	2045
0	1748
1	2006
0	2002
0	787
0	787
0	905
2	905
0	310
472	153
147	0
0	281
0	281
0	4234
0	4236
0	3875
0	3877
0	4210
0	4217
0	3682
0	3684
565	0
69	1160
0	1160
690	0
80	760
65	760
3507	4
0	4025
5	4025
0	2734
5	2734
0	202
90	202
154	253
0	253
0	666
0	668
35	668
847	0
0	390
0	390
0	4222
0	4222
476	1600
13	1600
