UniqueCount	AmbigCount
1	679
0	679
0	66
0	66
73	0
8	177
0	177
10	57
0	57
7	60
0	60
0	58
0	60
0	64
1	64
4	0
8	0
30	423
4	423
3	0
3	0
0	0
10	0
70	0
83	0
6	338
4	338
0	332
0	4
0	4
0	153
0	153
388	0
11	0
1	6
0	0
0	0
0	0
0	15
0	12
0	16
0	16
0	2
5	0
12	0
0	72
0	72
119	0
25	0
6	0
0	56
0	56
0	28
0	2364
0	2364
1099	9405
0	9405
0	9218
3	0
4	0
3	0
2	0
7	0
1	26
0	26
4	0
0	0
5	0
4	10
0	10
2	0
23	0
34	0
0	17
0	19
0	18
0	6
0	5
0	4
0	18
0	5
0	0
25	0
0	10
0	10
0	2
0	2
3	2
0	11
0	11
0	11
0	11
4	0
0	8
0	8
0	32671
0	32645
0	32655
896	33582
0	23950
4	23920
2	23920
0	35005
1	34858
0	33922
3	17469
0	17741
0	17177
0	18897
0	18776
0	15628
0	17352
0	15945
0	4749
0	4761
0	4761
106	2
13	0
0	116
1	116
116	0
0	80
5	93
0	86
0	75
0	93
0	230
0	230
0	230
0	145
0	308
1	308
244	0
22	1563
0	1425
4	1483
0	1533
0	136
0	1127
0	1127
1295	4
12	0
0	524
0	527
0	418
0	168
0	421
0	424
0	134
0	134
1	127
5	0
2	93
2	93
160	0
43	0
15	1182
4	1182
1	313
0	313
1	241
0	237
0	219
0	269
0	166
0	128
0	104
10	214
0	214
0	145
359	1
0	261
0	261
0	7
0	7
332	0
0	2195
3	2195
938	3
0	807
101	681
1	785
0	785
10	854
0	689
0	866
0	866
2	822
0	768
0	760
0	756
0	853
0	823
0	822
0	3179
0	3183
0	3222
0	3224
0	1210
0	1213
0	2003
0	2004
0	1747
0	1748
0	1520
3	115
0	115
0	617
30	617
0	953
0	953
0	3414
0	3400
0	3400
1	3414
0	3060
0	2801
0	0
1270	0
0	1319
0	1320
0	1502
0	1503
0	1324
0	1325
102	0
0	857
0	858
0	858
0	670
0	671
0	671
0	851
0	852
0	852
0	721
0	234
0	270
0	135
1	4862
0	4864
0	4866
1	4544
0	2752
2	2754
338	0
64	591
0	590
0	592
0	954
0	956
0	872
0	874
377	0
2430	3
0	1921
1	1921
125	1266
0	2391
0	2391
191	0
1	0
14	0
294	1
271	0
129	0
2	56
0	56
0	1958
0	1955
0	1958
1207	3
955	2
0	317
0	317
0	316
0	287
1	317
1	420
40	420
127	1870
0	1869
0	1343
0	1076
349	1
0	717
1	717
8	2001
0	2001
294	0
0	833
1	833
