UniqueCount	AmbigCount
6	933
0	933
0	45
0	45
54	0
1	161
1	161
9	62
1	62
4	25
0	24
0	22
0	25
0	58
0	58
13	0
11	0
29	379
1	379
3	0
1	0
1	0
2	0
49	0
51	0
6	370
5	370
0	353
0	11
0	11
0	127
0	127
410	0
7	0
0	1
0	0
0	0
0	1
0	7
0	7
0	12
0	12
0	3
6	0
4	0
0	49
0	49
69	0
7	0
3	0
0	35
0	35
0	16
0	1745
4	1745
943	8104
0	8104
0	7935
4	0
5	0
3	0
0	0
1	0
2	8
0	8
5	0
0	0
10	0
3	5
0	5
2	0
18	0
28	0
0	3
0	3
0	3
0	1
0	1
0	0
0	3
0	0
0	0
21	0
0	4
0	4
0	8
0	7
2	8
0	5
0	5
0	5
0	5
2	0
0	1
0	1
0	21739
0	21700
0	21710
448	22642
0	21233
4	21205
0	21205
0	23971
3	23698
0	22776
0	9729
0	10038
0	9597
0	10810
0	10698
0	8861
0	9838
0	8996
0	2784
0	2792
0	2792
65	0
13	0
0	60
0	60
91	0
0	39
4	47
2	45
0	36
0	46
2	279
0	279
0	279
0	167
0	390
2	390
373	1
28	1726
0	1587
15	1666
2	1699
0	149
0	1187
0	1187
1048	1
6	0
0	279
0	281
0	226
0	101
0	215
0	217
0	109
0	109
0	98
13	0
1	62
4	62
140	0
31	0
18	1487
1	1487
1	314
0	314
0	238
0	243
0	214
0	261
0	163
0	117
0	104
13	215
0	215
0	132
491	0
1	243
0	243
0	5
0	5
359	0
0	2809
4	2809
1095	2
0	551
65	486
1	577
0	577
4	607
0	469
0	618
0	618
1	572
0	530
0	524
0	521
0	609
0	575
0	572
0	4076
0	4074
0	4117
0	4115
0	1659
0	1659
0	2717
0	2717
0	2408
0	2408
0	2095
2	87
0	87
0	693
34	693
2	1119
0	1119
0	2343
0	2335
0	2334
0	2342
0	2081
0	1898
0	0
1027	2
0	1085
0	1085
0	1243
0	1243
0	1090
0	1090
101	0
0	567
0	568
0	568
0	460
0	461
0	461
0	566
0	567
0	567
0	469
0	225
0	247
0	115
6	7605
0	7597
0	7606
3	7068
0	1372
9	1372
235	0
29	367
0	366
0	366
0	550
0	551
0	509
0	510
344	0
3029	2
0	2142
3	2142
133	1439
0	2530
0	2530
92	0
1	0
7	0
260	0
342	0
87	0
1	35
0	35
0	1354
0	1353
0	1354
1461	2
1050	2
0	312
0	312
0	312
0	279
0	312
1	391
25	391
223	2495
0	2495
0	1749
0	1401
371	1
0	866
3	866
5	1457
0	1457
196	0
0	926
0	926
2768	4
1	2110
3	2113
0	1415
179	0
976	1
559	4
123	1296
0	325
0	1077
1	751
0	751
0	749
152	924
0	924
7	1587
50	1587
222	0
535	1
4	0
188	938
1	597
0	595
0	504
0	653
0	181
0	181
0	181
0	289
0	289
0	289
0	285
0	285
0	10
0	10
0	10
72	0
2	0
0	3
0	3
0	3
0	695
7	695
0	199
2	250
4	194
5	26
0	26
321	0
233	0
125	0
269	1080
0	1057
0	792
0	3526
0	3078
3	3526
3674	2
437	0
0	0
0	0
7	783
8	783
0	498
0	498
13	0
240	0
30	19
1809	2
1	0
230	0
48	379
0	379
0	4504
0	4503
2	4504
0	4503
2200	2
903	0
1351	1
96	854
2	854
585	2
551	2
585	1
391	1
0	2970
3	2970
0	1834
1	1779
1	1834
516	2
1537	0
621	1
0	113
0	113
46	0
0	0
0	0
0	11366
47	11366
4713	7
7445	6
3958	4
0	4533
6	4533
12203	6
20	0
9	662
0	662
205	0
0	2220
0	2264
0	2118
1	2116
0	1777
104	63
1	63
18	220
0	220
0	94
1	89
0	1905
0	1863
1	1863
0	1673
187	629
0	629
0	872
0	845
0	808
0	781
839	18640
0	18180
0	18524
0	3651
0	3668
0	3670
0	3652
0	3657
1	3652
0	3018
0	2143
8	3016
0	2876
0	34
0	26
0	29
0	18
13	72
0	88
0	88
0	39
840	1
736	0
126	0
96	0
8	133
5	133
37	583
0	582
5	0
3	0
6	0
2	270
0	270
21	0
269	100
0	100
535	46
487	2
538	1
0	8
0	8
4	0
187	54
0	1925
0	1921
0	1859
0	1855
0	2206
0	2203
0	2373
0	2369
0	1854
0	1850
0	1856
0	1852
0	1866
0	1862
0	1860
0	1857
0	1849
0	1845
0	1860
0	1856
3	0
20	0
0	1844
0	1835
0	1861
0	1861
88	423
8	423
0	422
0	399
91	0
1346	1
0	716
5	716
0	825
2	825
0	108
0	108
0	109
0	106
0	108
3	107
1	108
1	29
0	34
0	34
1	34
0	885
0	885
0	641
13	169
0	169
0	133
0	102
0	279
0	279
26	1230
2	1230
1	0
0	3029
0	2299
0	2857
1	1955
0	2810
1049	0
3344	2
1061	2
0	702
0	702
0	702
0	696
2	12
0	12
7	0
341	1
13	685
88	685
228	1
10	0
11	26
2	26
27	0
4	14
0	14
0	9
4	9
0	8
0	1181
1	1181
0	1117
0	1368
0	1368
1549	1
63	644
0	729
0	729
3	7
0	7
0	3
0	3
0	3
406	0
21	1049
0	1049
0	8
0	8
0	6
0	8
0	2538
36	2521
365	2597
0	2597
0	91
0	91
0	94
0	89
0	89
0	92
0	91
0	91
0	94
0	90
0	90
0	93
0	88
0	88
0	91
65	0
1555	1
621	0
0	1965
3	1993
0	1993
3	0
143	0
0	596
3	596
15	4402
362	4402
4	4396
0	2707
6	3529
0	3455
5606	3
0	5103
0	5103
1	4659
0	4488
0	4488
0	6536
0	6359
0	5123
0	5260
0	5083
0	5077
0	5036
0	4341
0	4338
0	4337
0	4335
1323	1
0	1582
1	1582
0	2091
2	2091
0	1580
0	1515
0	1515
0	2017
0	1513
0	2934
1	2934
0	686
0	679
0	597
0	503
799	0
0	0
2099	0
35	0
298	2
15	276
1	283
0	264
166	0
1045	2
0	29
0	29
0	28
0	28
3	0
6	0
0	6
0	6
351	151
1	151
0	150
0	2977
3	2977
37	116
0	116
547	0
0	814
5	814
0	814
1086	1
0	276
74	276
3334	1
3	0
1068	0
377	0
40	795
20	795
0	758
1	47
500	416
0	416
0	119
1572	890
0	887
0	574
0	574
0	567
0	567
0	1790
2	1790
691	2
0	2637
40	2664
13	2599
1	2664
103	0
1072	2
0	167
329	168
49	0
0	1063
0	1063
0	0
1	0
0	0
7	0
11	0
1	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
0	80
0	80
18	0
0	5
0	5
2	0
16	62
0	62
0	23
2	4
1	4
155	0
329	0
0	3
0	3
0	3
0	3
0	3
4	0
5	0
24	0
3	14
0	14
0	0
0	4
0	4
6	0
83	0
3	0
13	0
21	0
0	50
0	50
0	50
0	40
0	40
0	1703
0	1777
0	1746
0	1739
0	1795
0	1787
0	1782
0	1713
0	1664
0	1707
0	1658
0	1783
0	1734
0	1728
0	1709
0	1660
0	1654
0	1732
0	496
0	496
107	0
105	0
12	46
7	46
337	673
0	1031
0	1031
20643	5649
